"Item","Country","Element","Unit","Y2009","Y2010","Y2011","Average","Region","Region_crops"
"Dates","Syrian Arab Republic","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Iraq","Food supply (kcal/capita/day)","kcal/capita/day",26,29,30,28.33333333,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Iraq","Food supply (kcal/capita/day)","kcal/capita/day",26,29,30,28.33333333,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Cyprus","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Cyprus","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Maldives","Food supply (kcal/capita/day)","kcal/capita/day",6,5,4,5,"South Asia","South Asia"
"Dates","Lebanon","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Lebanon","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Occupied Palestinian Territory","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0,0,0.033333333,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Occupied Palestinian Territory","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0,0,0.033333333,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","United Arab Emirates","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","United Arab Emirates","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Tunisia","Protein supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Tunisia","Protein supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Turkey","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Turkey","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Malta","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Malta","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Algeria","Fat supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Algeria","Fat supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Jordan","Food supply (kcal/capita/day)","kcal/capita/day",11,10,11,10.66666667,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Jordan","Food supply (kcal/capita/day)","kcal/capita/day",11,10,11,10.66666667,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Bangladesh","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"South Asia","South Asia"
"Dates","Jordan","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Jordan","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Kuwait","Food supply quantity (g/capita/day)","g/capita/day",26,27,27,26.66666667,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Kuwait","Food supply quantity (g/capita/day)","g/capita/day",26,27,27,26.66666667,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Israel","Food supply (kcal/capita/day)","kcal/capita/day",10,16,19,15,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Israel","Food supply (kcal/capita/day)","kcal/capita/day",10,16,19,15,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Turkey","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Turkey","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Iraq","Food supply quantity (g/capita/day)","g/capita/day",16,19,19,18,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Iraq","Food supply quantity (g/capita/day)","g/capita/day",16,19,19,18,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Sri Lanka","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"South Asia","South Asia"
"Dates","Malta","Food supply (kcal/capita/day)","kcal/capita/day",2,1,3,2,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Malta","Food supply (kcal/capita/day)","kcal/capita/day",2,1,3,2,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Sri Lanka","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"South Asia","South Asia"
"Dates","Turkey","Food supply (kcal/capita/day)","kcal/capita/day",3,3,4,3.333333333,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Turkey","Food supply (kcal/capita/day)","kcal/capita/day",3,3,4,3.333333333,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Pakistan","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Pakistan","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Israel","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Israel","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Pakistan","Food supply quantity (g/capita/day)","g/capita/day",7,6,7,6.666666667,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Pakistan","Food supply quantity (g/capita/day)","g/capita/day",7,6,7,6.666666667,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Israel","Food supply (kcal/capita/day)","kcal/capita/day",10,16,19,15,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Israel","Food supply (kcal/capita/day)","kcal/capita/day",10,16,19,15,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Nepal","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"South Asia","South Asia"
"Dates","Bangladesh","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"South Asia","South Asia"
"Dates","Bangladesh","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"South Asia","South Asia"
"Dates","Malta","Food supply quantity (g/capita/day)","g/capita/day",1,1,1,1,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Dates","Malta","Food supply quantity (g/capita/day)","g/capita/day",1,1,1,1,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapefruit","China, Taiwan Province of","Food supply quantity (g/capita/day)","g/capita/day",10,12,9,10.33333333,"East Asia","East Asia"
"Grapefruit","China, Macao SAR","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"East Asia","East Asia"
"Grapefruit","China, Hong Kong SAR","Food supply quantity (g/capita/day)","g/capita/day",6,6,4,5.333333333,"East Asia","East Asia"
"Grapefruit","Timor-Leste","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Southeast Asia","Southeast Asia"
"Grapefruit","Republic of Korea","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"East Asia","East Asia"
"Grapefruit","China, mainland","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"East Asia","East Asia"
"Grapefruit","China, Taiwan Province of","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"East Asia","East Asia"
"Grapefruit","Myanmar","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Southeast Asia","Southeast Asia"
"Grapefruit","China, Hong Kong SAR","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"East Asia","East Asia"
"Grapefruit","China, Macao SAR","Food supply quantity (g/capita/day)","g/capita/day",3,2,3,2.666666667,"East Asia","East Asia"
"Grapefruit","Mongolia","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"East Asia","East Asia"
"Grapefruit","Malaysia","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Southeast Asia","Southeast Asia"
"Grapefruit","Thailand","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Southeast Asia","Southeast Asia"
"Grapefruit","Republic of Korea","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"East Asia","East Asia"
"Grapefruit","Brunei Darussalam","Food supply quantity (g/capita/day)","g/capita/day",4,4,0,2.666666667,"Southeast Asia","Southeast Asia"
"Grapefruit","Cambodia","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Southeast Asia","Southeast Asia"
"Grapefruit","Viet Nam","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Southeast Asia","Southeast Asia"
"Grapefruit","China, mainland","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"East Asia","East Asia"
"Grapefruit","China, Hong Kong SAR","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"East Asia","East Asia"
"Grapefruit","Philippines","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Southeast Asia","Southeast Asia"
"Grapefruit","Indonesia","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Southeast Asia","Southeast Asia"
"Grapefruit","China, Macao SAR","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"East Asia","East Asia"
"Grapefruit","Democratic People's Republic of Korea","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"East Asia","East Asia"
"Grapefruit","Brunei Darussalam","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Southeast Asia","Southeast Asia"
"Grapefruit","Philippines","Food supply quantity (g/capita/day)","g/capita/day",1,1,1,1,"Southeast Asia","Southeast Asia"
"Grapefruit","Viet Nam","Food supply quantity (g/capita/day)","g/capita/day",1,1,1,1,"Southeast Asia","Southeast Asia"
"Grapefruit","Lao People's Democratic Republic","Food supply quantity (g/capita/day)","g/capita/day",3,3,2,2.666666667,"Southeast Asia","Southeast Asia"
"Grapefruit","Democratic People's Republic of Korea","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"East Asia","East Asia"
"Grapefruit","Indonesia","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Southeast Asia","Southeast Asia"
"Grapefruit","China, mainland","Food supply quantity (g/capita/day)","g/capita/day",5,5,6,5.333333333,"East Asia","East Asia"
"Grapefruit","Indonesia","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Southeast Asia","Southeast Asia"
"Grapefruit","Lao People's Democratic Republic","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Southeast Asia","Southeast Asia"
"Grapefruit","Japan","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"East Asia","East Asia"
"Grapefruit","Myanmar","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Southeast Asia","Southeast Asia"
"Grapefruit","Philippines","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Southeast Asia","Southeast Asia"
"Grapefruit","Japan","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"East Asia","East Asia"
"Grapefruit","Timor-Leste","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Southeast Asia","Southeast Asia"
"Grapefruit","China, Macao SAR","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"East Asia","East Asia"
"Grapefruit","Lao People's Democratic Republic","Food supply (kcal/capita/day)","kcal/capita/day",1,1,1,1,"Southeast Asia","Southeast Asia"
"Grapefruit","Viet Nam","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Southeast Asia","Southeast Asia"
"Grapefruit","Indonesia","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Southeast Asia","Southeast Asia"
"Grapefruit","Malaysia","Food supply quantity (g/capita/day)","g/capita/day",1,1,1,1,"Southeast Asia","Southeast Asia"
"Grapefruit","Timor-Leste","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Southeast Asia","Southeast Asia"
"Grapefruit","Malaysia","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Southeast Asia","Southeast Asia"
"Grapefruit","Philippines","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Southeast Asia","Southeast Asia"
"Grapefruit","Cambodia","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Southeast Asia","Southeast Asia"
"Grapefruit","Japan","Food supply quantity (g/capita/day)","g/capita/day",7,6,7,6.666666667,"East Asia","East Asia"
"Grapefruit","Viet Nam","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Southeast Asia","Southeast Asia"
"Grapefruit","Brunei Darussalam","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Southeast Asia","Southeast Asia"
"Grapefruit","Myanmar","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Southeast Asia","Southeast Asia"
"Grapefruit","Mongolia","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"East Asia","East Asia"
"Grapefruit","Malaysia","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Southeast Asia","Southeast Asia"
"Grapefruit","Brunei Darussalam","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Southeast Asia","Southeast Asia"
"Grapefruit","Lao People's Democratic Republic","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Southeast Asia","Southeast Asia"
"Grapefruit","Thailand","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Southeast Asia","Southeast Asia"
"Grapefruit","Myanmar","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Southeast Asia","Southeast Asia"
"Grapefruit","Mongolia","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"East Asia","East Asia"
"Grapefruit","Republic of Korea","Food supply quantity (g/capita/day)","g/capita/day",1,1,1,1,"East Asia","East Asia"
"Grapefruit","Cambodia","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Southeast Asia","Southeast Asia"
"Grapefruit","Thailand","Food supply quantity (g/capita/day)","g/capita/day",12,12,12,12,"Southeast Asia","Southeast Asia"
"Grapefruit","Thailand","Food supply (kcal/capita/day)","kcal/capita/day",3,3,3,3,"Southeast Asia","Southeast Asia"
"Grapefruit","China, Taiwan Province of","Food supply (kcal/capita/day)","kcal/capita/day",2,3,2,2.333333333,"East Asia","East Asia"
"Grapefruit","Cambodia","Food supply quantity (g/capita/day)","g/capita/day",1,1,2,1.333333333,"Southeast Asia","Southeast Asia"
"Grapefruit","China, Hong Kong SAR","Food supply (kcal/capita/day)","kcal/capita/day",1,1,1,1,"East Asia","East Asia"
"Grapefruit","Republic of Korea","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"East Asia","East Asia"
"Grapefruit","Japan","Food supply (kcal/capita/day)","kcal/capita/day",1,1,1,1,"East Asia","East Asia"
"Grapefruit","China, Taiwan Province of","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"East Asia","East Asia"
"Grapefruit","Mongolia","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"East Asia","East Asia"
"Grapefruit","China, mainland","Food supply (kcal/capita/day)","kcal/capita/day",1,1,1,1,"East Asia","East Asia"
"Grapefruit","Timor-Leste","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Southeast Asia","Southeast Asia"
"Grapefruit","Democratic People's Republic of Korea","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"East Asia","East Asia"
"Grapefruit","Democratic People's Republic of Korea","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"East Asia","East Asia"
"Grapes","Jordan","Food supply quantity (g/capita/day)","g/capita/day",15,12,14,13.66666667,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Jordan","Food supply quantity (g/capita/day)","g/capita/day",15,12,14,13.66666667,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Occupied Palestinian Territory","Food supply quantity (g/capita/day)","g/capita/day",24,10,9,14.33333333,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Occupied Palestinian Territory","Food supply quantity (g/capita/day)","g/capita/day",24,10,9,14.33333333,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Iraq","Food supply quantity (g/capita/day)","g/capita/day",16,22,18,18.66666667,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Iraq","Food supply quantity (g/capita/day)","g/capita/day",16,22,18,18.66666667,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Occupied Palestinian Territory","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Occupied Palestinian Territory","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Japan","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"East Asia","East Asia"
"Grapes","Occupied Palestinian Territory","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Occupied Palestinian Territory","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Saudi Arabia","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Saudi Arabia","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Yemen","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Yemen","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Yemen","Fat supply quantity (g/capita/day)","g/capita/day",0,0.1,0.1,0.066666667,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Yemen","Fat supply quantity (g/capita/day)","g/capita/day",0,0.1,0.1,0.066666667,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Republic of Korea","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"East Asia","East Asia"
"Grapes","Iraq","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Iraq","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Saudi Arabia","Food supply (kcal/capita/day)","kcal/capita/day",11,13,12,12,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Saudi Arabia","Food supply (kcal/capita/day)","kcal/capita/day",11,13,12,12,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Morocco","Protein supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Morocco","Protein supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Egypt","Food supply (kcal/capita/day)","kcal/capita/day",26,28,26,26.66666667,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Egypt","Food supply (kcal/capita/day)","kcal/capita/day",26,28,26,26.66666667,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Morocco","Food supply (kcal/capita/day)","kcal/capita/day",17,16,18,17,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Morocco","Food supply (kcal/capita/day)","kcal/capita/day",17,16,18,17,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","United States of America","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"North America","North America"
"Grapes","United Arab Emirates","Food supply quantity (g/capita/day)","g/capita/day",20,17,14,17,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","United Arab Emirates","Food supply quantity (g/capita/day)","g/capita/day",20,17,14,17,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Occupied Palestinian Territory","Food supply quantity (g/capita/day)","g/capita/day",24,10,9,14.33333333,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Occupied Palestinian Territory","Food supply quantity (g/capita/day)","g/capita/day",24,10,9,14.33333333,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Israel","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Israel","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Cyprus","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Cyprus","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Mongolia","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"East Asia","East Asia"
"Grapes","Jordan","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Jordan","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","United States of America","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"North America","North America"
"Grapes","Morocco","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Morocco","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Republic of Korea","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"East Asia","East Asia"
"Grapes","Malta","Food supply quantity (g/capita/day)","g/capita/day",63,58,59,60,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Malta","Food supply quantity (g/capita/day)","g/capita/day",63,58,59,60,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Iraq","Food supply (kcal/capita/day)","kcal/capita/day",11,15,12,12.66666667,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Iraq","Food supply (kcal/capita/day)","kcal/capita/day",11,15,12,12.66666667,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Pakistan","Food supply quantity (g/capita/day)","g/capita/day",2,2,2,2,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Pakistan","Food supply quantity (g/capita/day)","g/capita/day",2,2,2,2,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Mongolia","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"East Asia","East Asia"
"Grapes","Iran (Islamic Republic of)","Food supply (kcal/capita/day)","kcal/capita/day",48,37,35,40,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Iran (Islamic Republic of)","Food supply (kcal/capita/day)","kcal/capita/day",48,37,35,40,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Yemen","Food supply quantity (g/capita/day)","g/capita/day",15,19,16,16.66666667,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Yemen","Food supply quantity (g/capita/day)","g/capita/day",15,19,16,16.66666667,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","China, mainland","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"East Asia","East Asia"
"Grapes","Saudi Arabia","Food supply quantity (g/capita/day)","g/capita/day",17,19,18,18,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Saudi Arabia","Food supply quantity (g/capita/day)","g/capita/day",17,19,18,18,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Jordan","Food supply quantity (g/capita/day)","g/capita/day",15,12,14,13.66666667,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Jordan","Food supply quantity (g/capita/day)","g/capita/day",15,12,14,13.66666667,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Algeria","Protein supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Algeria","Protein supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Democratic People's Republic of Korea","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"East Asia","East Asia"
"Grapes","Syrian Arab Republic","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Syrian Arab Republic","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","China, Taiwan Province of","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"East Asia","East Asia"
"Grapes","Jordan","Food supply (kcal/capita/day)","kcal/capita/day",10,8,10,9.333333333,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Jordan","Food supply (kcal/capita/day)","kcal/capita/day",10,8,10,9.333333333,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Occupied Palestinian Territory","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0,0,0.033333333,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Occupied Palestinian Territory","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0,0,0.033333333,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Afghanistan","Food supply quantity (g/capita/day)","g/capita/day",21,25,31,25.66666667,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
"Grapes","Afghanistan","Food supply quantity (g/capita/day)","g/capita/day",21,25,31,25.66666667,"W Asia and SE Mediterranean","W Asia and SE Mediterranean"
