"Item","Country","Element","Unit","Y2009","Y2010","Y2011","Average","Data.type","Region","Region_nice","Region_code","Region_macronew","Region_macro1","Region_macro1_nice","Region_macro2","Region_macro2_nice","Region_macro3","Region_macro3_nice","food_group","Region_crops"
"Cereals, other","Norway","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Europe_Western_north","NW Europe","WEU-N","Europe","Europe_Western","Western Europe","Europe","Europe","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","Iraq","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_West","West Asia","WAS","W Asia and SE Mediterranean","Asia_West","West Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Angola","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Africa_Central","Central Africa","CAF","Africa","Africa_Central","Central Africa","Africa","Africa","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","France","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Europe_Western_north","NW Europe","WEU-N","Europe","Europe_Western","Western Europe","Europe","Europe","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","Jordan","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Mediterranean_SouthandEast","SE Mediterranean","SEM","W Asia and SE Mediterranean","Mediterranean_SouthandEast","South and East Mediterranean","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Cyprus","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Mediterranean_SouthandEast","SE Mediterranean","SEM","W Asia and SE Mediterranean","Mediterranean_SouthandEast","South and East Mediterranean","Europe","Europe","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","Slovenia","Protein supply quantity (g/capita/day)","g/capita/day",0.3,0.3,0.3,0.3,"Food supplies (2009-2011 mean) ","Europe_Eastern_south","SE Europe","EEU-S","Europe","Europe_Eastern","Eastern Europe","Europe","Europe","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","Ghana","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Africa_West","West Africa","WAF","Africa","Africa_West","West Africa","Africa","Africa","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","China, Taiwan Province of","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_East","East Asia","EAS","East Asia","Asia_East","East Asia","Asia and the Pacific","Asia and the Pacific","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","Portugal","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Europe_Western_south","SW Europe","WEU-S","Europe","Europe_Western","Western Europe","Europe","Europe","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","Cuba","Food supply (kcal/capita/day)","kcal/capita/day",1,1,0,0.666666667,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Syrian Arab Republic","Food supply (kcal/capita/day)","kcal/capita/day",2,1,0,1,"Food supplies (2009-2011 mean) ","Asia_West","West Asia","WAS","W Asia and SE Mediterranean","Asia_West","West Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Israel","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Mediterranean_SouthandEast","SE Mediterranean","SEM","W Asia and SE Mediterranean","Mediterranean_SouthandEast","South and East Mediterranean","Asia and the Pacific","Asia and the Pacific","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","Angola","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Africa_Central","Central Africa","CAF","Africa","Africa_Central","Central Africa","Africa","Africa","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Czech Republic","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Europe_Eastern_north","NE Europe","EEU-N","Europe","Europe_Eastern","Eastern Europe","Europe","Europe","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","Egypt","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Mediterranean_SouthandEast","SE Mediterranean","SEM","W Asia and SE Mediterranean","Mediterranean_SouthandEast","South and East Mediterranean","Africa","Africa","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Iran (Islamic Republic of)","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_West","West Asia","WAS","W Asia and SE Mediterranean","Asia_West","West Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Djibouti","Protein supply quantity (g/capita/day)","g/capita/day",0,0.2,0.3,0.166666667,"Food supplies (2009-2011 mean) ","Africa_East","East Africa","EAF","Africa","Africa_East","East Africa","Africa","Africa","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Malta","Food supply quantity (g/capita/day)","g/capita/day",1,1,1,1,"Food supplies (2009-2011 mean) ","Mediterranean_SouthandEast","SE Mediterranean","SEM","W Asia and SE Mediterranean","Mediterranean_SouthandEast","South and East Mediterranean","Europe","Europe","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","Gambia","Food supply quantity (g/capita/day)","g/capita/day",1,1,1,1,"Food supplies (2009-2011 mean) ","Africa_West","West Africa","WAF","Africa","Africa_West","West Africa","Africa","Africa","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Italy","Food supply (kcal/capita/day)","kcal/capita/day",1,3,1,1.666666667,"Food supplies (2009-2011 mean) ","Europe_Western_south","SW Europe","WEU-S","Europe","Europe_Western","Western Europe","Europe","Europe","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","Georgia","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.2,0.133333333,"Food supplies (2009-2011 mean) ","Europe_Eastern_south","SE Europe","EEU-S","Europe","Europe_Eastern","Eastern Europe","Europe","Europe","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Syrian Arab Republic","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_West","West Asia","WAS","W Asia and SE Mediterranean","Asia_West","West Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Netherlands","Protein supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.1,0.166666667,"Food supplies (2009-2011 mean) ","Europe_Western_north","NW Europe","WEU-N","Europe","Europe_Western","Western Europe","Europe","Europe","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","Guinea-Bissau","Food supply quantity (g/capita/day)","g/capita/day",4,4,3,3.666666667,"Food supplies (2009-2011 mean) ","Africa_West","West Africa","WAF","Africa","Africa_West","West Africa","Africa","Africa","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Mongolia","Food supply quantity (g/capita/day)","g/capita/day",1,1,1,1,"Food supplies (2009-2011 mean) ","Asia_East","East Asia","EAS","East Asia","Asia_East","East Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","New Caledonia","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Pacific_Region_tropical","Trop. Pacific Region","PAC-T","Pacific","Pacific_Region","Pacific","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Jamaica","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Peru","Protein supply quantity (g/capita/day)","g/capita/day",0.4,0.4,0.4,0.4,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Haiti","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Chile","Food supply quantity (g/capita/day)","g/capita/day",3,4,5,4,"Food supplies (2009-2011 mean) ","America_South_andean","Andes","SAM-A","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Afghanistan","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_West","West Asia","WAS","W Asia and SE Mediterranean","Asia_West","West Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Slovakia","Food supply (kcal/capita/day)","kcal/capita/day",8,1,3,4,"Food supplies (2009-2011 mean) ","Europe_Eastern_north","NE Europe","EEU-N","Europe","Europe_Eastern","Eastern Europe","Europe","Europe","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","Morocco","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Mediterranean_SouthandEast","SE Mediterranean","SEM","W Asia and SE Mediterranean","Mediterranean_SouthandEast","South and East Mediterranean","Africa","Africa","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Benin","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Africa_West","West Africa","WAF","Africa","Africa_West","West Africa","Africa","Africa","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Germany","Food supply quantity (g/capita/day)","g/capita/day",2,2,2,2,"Food supplies (2009-2011 mean) ","Europe_Western_north","NW Europe","WEU-N","Europe","Europe_Western","Western Europe","Europe","Europe","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","Burkina Faso","Protein supply quantity (g/capita/day)","g/capita/day",0.4,0.2,0.2,0.266666667,"Food supplies (2009-2011 mean) ","Africa_West","West Africa","WAF","Africa","Africa_West","West Africa","Africa","Africa","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Croatia","Protein supply quantity (g/capita/day)","g/capita/day",0.8,0.1,0.2,0.366666667,"Food supplies (2009-2011 mean) ","Europe_Eastern_south","SE Europe","EEU-S","Europe","Europe_Eastern","Eastern Europe","Europe","Europe","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","Canada","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_North","North America","NAM","North America","America_North","North America","North America","North America","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","Saint Kitts and Nevis","Food supply (kcal/capita/day)","kcal/capita/day",11,9,21,13.66666667,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Fiji","Food supply quantity (g/capita/day)","g/capita/day",2,2,3,2.333333333,"Food supplies (2009-2011 mean) ","Pacific_Region_tropical","Trop. Pacific Region","PAC-T","Pacific","Pacific_Region","Pacific","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Namibia","Protein supply quantity (g/capita/day)","g/capita/day",0.4,0.4,0.4,0.4,"Food supplies (2009-2011 mean) ","Africa_Southern","Southern Africa","SAF","Africa","Africa_Southern","Southern Africa","Africa","Africa","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Russian Federation","Food supply (kcal/capita/day)","kcal/capita/day",1,1,2,1.333333333,"Food supplies (2009-2011 mean) ","Europe_Eastern_north","NE Europe","EEU-N","Europe","Europe_Eastern","Eastern Europe","Europe","Europe","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","China, Hong Kong SAR","Protein supply quantity (g/capita/day)","g/capita/day",0.7,0.4,0.5,0.533333333,"Food supplies (2009-2011 mean) ","Asia_East","East Asia","EAS","East Asia","Asia_East","East Asia","Asia and the Pacific","Asia and the Pacific","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","India","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_South","South Asia","SAS","South Asia","Asia_South","South Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Uruguay","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.2,0.133333333,"Food supplies (2009-2011 mean) ","America_South_temperate","Temp. S. America","SAM-Tem","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Italy","Food supply quantity (g/capita/day)","g/capita/day",0,1,0,0.333333333,"Food supplies (2009-2011 mean) ","Europe_Western_south","SW Europe","WEU-S","Europe","Europe_Western","Western Europe","Europe","Europe","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","Kyrgyzstan","Food supply quantity (g/capita/day)","g/capita/day",1,1,0,0.666666667,"Food supplies (2009-2011 mean) ","Asia_Central","Central Asia","CAS","Central Asia","Asia_Central","Central Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","United Arab Emirates","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_West","West Asia","WAS","W Asia and SE Mediterranean","Asia_West","West Asia","Asia and the Pacific","Asia and the Pacific","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","Sri Lanka","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_South","South Asia","SAS","South Asia","Asia_South","South Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Iceland","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Europe_Western_north","NW Europe","WEU-N","Europe","Europe_Western","Western Europe","Europe","Europe","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","France","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Europe_Western_south","SW Europe","WEU-S","Europe","Europe_Western","Western Europe","Europe","Europe","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","Republic of Moldova","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Europe_Eastern_north","NE Europe","EEU-N","Europe","Europe_Eastern","Eastern Europe","Europe","Europe","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","Mongolia","Food supply (kcal/capita/day)","kcal/capita/day",1,3,2,2,"Food supplies (2009-2011 mean) ","Asia_East","East Asia","EAS","East Asia","Asia_East","East Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Costa Rica","Food supply quantity (g/capita/day)","g/capita/day",1,1,1,1,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Japan","Food supply (kcal/capita/day)","kcal/capita/day",4,4,4,4,"Food supplies (2009-2011 mean) ","Asia_East","East Asia","EAS","East Asia","Asia_East","East Asia","Asia and the Pacific","Asia and the Pacific","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","French Polynesia","Food supply (kcal/capita/day)","kcal/capita/day",3,2,1,2,"Food supplies (2009-2011 mean) ","Pacific_Region_tropical","Trop. Pacific Region","PAC-T","Pacific","Pacific_Region","Pacific","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Fiji","Protein supply quantity (g/capita/day)","g/capita/day",0.2,0.1,0.3,0.2,"Food supplies (2009-2011 mean) ","Pacific_Region_tropical","Trop. Pacific Region","PAC-T","Pacific","Pacific_Region","Pacific","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Gabon","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Africa_Central","Central Africa","CAF","Africa","Africa_Central","Central Africa","Africa","Africa","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Sri Lanka","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_South","South Asia","SAS","South Asia","Asia_South","South Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Belize","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Argentina","Food supply (kcal/capita/day)","kcal/capita/day",3,3,3,3,"Food supplies (2009-2011 mean) ","America_South_temperate","Temp. S. America","SAM-Tem","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Sierra Leone","Food supply (kcal/capita/day)","kcal/capita/day",15,10,10,11.66666667,"Food supplies (2009-2011 mean) ","Africa_West","West Africa","WAF","Africa","Africa_West","West Africa","Africa","Africa","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Occupied Palestinian Territory","Food supply (kcal/capita/day)","kcal/capita/day",20,25,26,23.66666667,"Food supplies (2009-2011 mean) ","Asia_West","West Asia","WAS","W Asia and SE Mediterranean","Asia_West","West Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Kuwait","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_West","West Asia","WAS","W Asia and SE Mediterranean","Asia_West","West Asia","Asia and the Pacific","Asia and the Pacific","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","Nicaragua","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Tunisia","Protein supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"Food supplies (2009-2011 mean) ","Mediterranean_SouthandEast","SE Mediterranean","SEM","W Asia and SE Mediterranean","Mediterranean_SouthandEast","South and East Mediterranean","Africa","Africa","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Syrian Arab Republic","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Mediterranean_SouthandEast","SE Mediterranean","SEM","W Asia and SE Mediterranean","Mediterranean_SouthandEast","South and East Mediterranean","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Pakistan","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_West","West Asia","WAS","W Asia and SE Mediterranean","Asia_West","West Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Greece","Food supply quantity (g/capita/day)","g/capita/day",6,6,6,6,"Food supplies (2009-2011 mean) ","Europe_Eastern_south","SE Europe","EEU-S","Europe","Europe_Eastern","Eastern Europe","Europe","Europe","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","Russian Federation","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Europe_Eastern_north","NE Europe","EEU-N","Europe","Europe_Eastern","Eastern Europe","Europe","Europe","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","Republic of Moldova","Food supply (kcal/capita/day)","kcal/capita/day",4,3,1,2.666666667,"Food supplies (2009-2011 mean) ","Europe_Eastern_north","NE Europe","EEU-N","Europe","Europe_Eastern","Eastern Europe","Europe","Europe","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","Colombia","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Turkey","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_West","West Asia","WAS","W Asia and SE Mediterranean","Asia_West","West Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Cabo Verde","Protein supply quantity (g/capita/day)","g/capita/day",0.3,0.3,0.4,0.333333333,"Food supplies (2009-2011 mean) ","Africa_West","West Africa","WAF","Africa","Africa_West","West Africa","Africa","Africa","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Luxembourg","Food supply quantity (g/capita/day)","g/capita/day",3,0,6,3,"Food supplies (2009-2011 mean) ","Europe_Western_north","NW Europe","WEU-N","Europe","Europe_Western","Western Europe","Europe","Europe","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","Ecuador","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Bahamas","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Vanuatu","Protein supply quantity (g/capita/day)","g/capita/day",0.3,0.3,0.4,0.333333333,"Food supplies (2009-2011 mean) ","Pacific_Region_tropical","Trop. Pacific Region","PAC-T","Pacific","Pacific_Region","Pacific","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Mozambique","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Africa_Southern","Southern Africa","SAF","Africa","Africa_Southern","Southern Africa","Africa","Africa","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Chile","Protein supply quantity (g/capita/day)","g/capita/day",0.2,0.3,0.3,0.266666667,"Food supplies (2009-2011 mean) ","America_South_andean","Andes","SAM-A","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Lebanon","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_West","West Asia","WAS","W Asia and SE Mediterranean","Asia_West","West Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Dominica","Food supply quantity (g/capita/day)","g/capita/day",1,0,0,0.333333333,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Somalia","Food supply (kcal/capita/day)","kcal/capita/day",4,4,3,3.666666667,"Food supplies (2009-2011 mean) ","Africa_East","East Africa","EAF","Africa","Africa_East","East Africa","Africa","Africa","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","China, Taiwan Province of","Protein supply quantity (g/capita/day)","g/capita/day",0.2,0.1,0.2,0.166666667,"Food supplies (2009-2011 mean) ","Asia_East","East Asia","EAS","East Asia","Asia_East","East Asia","Asia and the Pacific","Asia and the Pacific","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","Belarus","Protein supply quantity (g/capita/day)","g/capita/day",1,0.3,1,0.766666667,"Food supplies (2009-2011 mean) ","Europe_Eastern_north","NE Europe","EEU-N","Europe","Europe_Eastern","Eastern Europe","Europe","Europe","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","Kenya","Food supply quantity (g/capita/day)","g/capita/day",1,1,1,1,"Food supplies (2009-2011 mean) ","Africa_East","East Africa","EAF","Africa","Africa_East","East Africa","Africa","Africa","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Niger","Protein supply quantity (g/capita/day)","g/capita/day",0.2,0.8,0.2,0.4,"Food supplies (2009-2011 mean) ","Africa_West","West Africa","WAF","Africa","Africa_West","West Africa","Africa","Africa","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Chile","Protein supply quantity (g/capita/day)","g/capita/day",0.2,0.3,0.3,0.266666667,"Food supplies (2009-2011 mean) ","America_South_temperate","Temp. S. America","SAM-Tem","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Turkey","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Mediterranean_SouthandEast","SE Mediterranean","SEM","W Asia and SE Mediterranean","Mediterranean_SouthandEast","South and East Mediterranean","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Denmark","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Europe_Western_north","NW Europe","WEU-N","Europe","Europe_Western","Western Europe","Europe","Europe","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","Mozambique","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Africa_Southern","Southern Africa","SAF","Africa","Africa_Southern","Southern Africa","Africa","Africa","Developing_country","Developing countries","Cereals","Not_Specified"
"Cereals, other","Slovakia","Food supply quantity (g/capita/day)","g/capita/day",3,0,1,1.333333333,"Food supplies (2009-2011 mean) ","Europe_Eastern_north","NE Europe","EEU-N","Europe","Europe_Eastern","Eastern Europe","Europe","Europe","Developed_country","Developed countries","Cereals","Not_Specified"
"Cereals, other","Viet Nam","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_Southeast","Southeast Asia","SEA","Southeast Asia","Asia_Southeast","Southeast Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Cereals","Not_Specified"
