"Region_crops","Country","Element","Y2009","Y2010","Y2011"
"East Asia","Somalia","Food supply (kcal/capita/day)",141,164,171
"East Asia","Somalia","Food supply quantity (g/capita/day)",43,49,54
"East Asia","Somalia","Protein supply quantity (g/capita/day)",2.7,3.1,3.3
"East Asia","South Africa","Fat supply quantity (g/capita/day)",15.8,15.9,14.8
"East Asia","South Africa","Food supply (kcal/capita/day)",340,335,339
"East Asia","South Africa","Food supply quantity (g/capita/day)",137,130,152
"East Asia","South Africa","Protein supply quantity (g/capita/day)",4.6,4.5,4.8
"East Asia","Spain","Fat supply quantity (g/capita/day)",15.4,17,15.5
"East Asia","Spain","Food supply (kcal/capita/day)",296,327,312
"East Asia","Spain","Food supply quantity (g/capita/day)",197,250,221
"East Asia","Spain","Protein supply quantity (g/capita/day)",2.2,2.5,2.7
"East Asia","Sri Lanka","Fat supply quantity (g/capita/day)",2.5,2.8,2.5
"East Asia","Sri Lanka","Food supply (kcal/capita/day)",1070,1103,1060
"East Asia","Sri Lanka","Food supply quantity (g/capita/day)",308,321,308
"East Asia","Sri Lanka","Protein supply quantity (g/capita/day)",20.3,21.1,20.2
"East Asia","Sudan (former)","Fat supply quantity (g/capita/day)",1.6,1.8,1.4
"East Asia","Sudan (former)","Food supply (kcal/capita/day)",155,158,153
"East Asia","Sudan (former)","Food supply quantity (g/capita/day)",75,75,76
"East Asia","Sudan (former)","Protein supply quantity (g/capita/day)",4.1,4.2,4.1
"East Asia","Suriname","Fat supply quantity (g/capita/day)",31.1,32,31.4
"East Asia","Suriname","Food supply (kcal/capita/day)",919,936,930
"East Asia","Suriname","Food supply quantity (g/capita/day)",295,314,303
"East Asia","Suriname","Protein supply quantity (g/capita/day)",13.1,13.3,13.3
"East Asia","Swaziland","Fat supply quantity (g/capita/day)",0.6,0.6,0.7
"East Asia","Swaziland","Food supply (kcal/capita/day)",214,212,221
"East Asia","Swaziland","Food supply quantity (g/capita/day)",162,171,163
"East Asia","Swaziland","Protein supply quantity (g/capita/day)",4.3,4.3,4.3
"East Asia","Sweden","Fat supply quantity (g/capita/day)",7.2,6.9,1.8
"East Asia","Sweden","Food supply (kcal/capita/day)",199,202,158
"East Asia","Sweden","Food supply quantity (g/capita/day)",283,281,280
"East Asia","Sweden","Protein supply quantity (g/capita/day)",1.9,2.1,2
"East Asia","Switzerland","Fat supply quantity (g/capita/day)",3.5,3.3,3.8
"East Asia","Switzerland","Food supply (kcal/capita/day)",208,211,229
"East Asia","Switzerland","Food supply quantity (g/capita/day)",251,278,332
"East Asia","Switzerland","Protein supply quantity (g/capita/day)",1.9,2.1,1.9
"East Asia","Syrian Arab Republic","Fat supply quantity (g/capita/day)",14.2,12.7,12
"East Asia","Syrian Arab Republic","Food supply (kcal/capita/day)",312,325,282
"East Asia","Syrian Arab Republic","Food supply quantity (g/capita/day)",201,193,224
"East Asia","Syrian Arab Republic","Protein supply quantity (g/capita/day)",9.2,8.3,5.8
"East Asia","Tajikistan","Fat supply quantity (g/capita/day)",2,2.2,2.3
"East Asia","Tajikistan","Food supply (kcal/capita/day)",107,111,120
"East Asia","Tajikistan","Food supply quantity (g/capita/day)",68,70,83
"East Asia","Tajikistan","Protein supply quantity (g/capita/day)",1.6,1.7,1.7
"East Asia","Thailand","Fat supply quantity (g/capita/day)",13,12.8,14.7
"East Asia","Thailand","Food supply (kcal/capita/day)",1296,1264,1250
"East Asia","Thailand","Food supply quantity (g/capita/day)",402,385,385
"East Asia","Thailand","Protein supply quantity (g/capita/day)",23.1,22.5,22
"East Asia","The former Yugoslav Republic of Macedonia","Fat supply quantity (g/capita/day)",1,1.2,1.1
"East Asia","The former Yugoslav Republic of Macedonia","Food supply (kcal/capita/day)",128,121,108
"East Asia","The former Yugoslav Republic of Macedonia","Food supply quantity (g/capita/day)",225,202,174
"East Asia","The former Yugoslav Republic of Macedonia","Protein supply quantity (g/capita/day)",1.7,2.1,1.9
"East Asia","Timor-Leste","Fat supply quantity (g/capita/day)",1.7,1.8,1.9
"East Asia","Timor-Leste","Food supply (kcal/capita/day)",603,647,649
"East Asia","Timor-Leste","Food supply quantity (g/capita/day)",173,186,188
"East Asia","Timor-Leste","Protein supply quantity (g/capita/day)",11.2,12.1,12.2
"East Asia","Togo","Fat supply quantity (g/capita/day)",1.8,2,2
"East Asia","Togo","Food supply (kcal/capita/day)",289,281,291
"East Asia","Togo","Food supply quantity (g/capita/day)",90,88,92
"East Asia","Togo","Protein supply quantity (g/capita/day)",6.2,6.2,6.4
"East Asia","Trinidad and Tobago","Fat supply quantity (g/capita/day)",22.5,22.4,22.2
"East Asia","Trinidad and Tobago","Food supply (kcal/capita/day)",403,409,420
"East Asia","Trinidad and Tobago","Food supply quantity (g/capita/day)",113,124,173
"East Asia","Trinidad and Tobago","Protein supply quantity (g/capita/day)",4.2,4.3,4.5
"East Asia","Tunisia","Fat supply quantity (g/capita/day)",25.1,27.9,28.2
"East Asia","Tunisia","Food supply (kcal/capita/day)",277,307,317
"East Asia","Tunisia","Food supply quantity (g/capita/day)",140,151,161
"East Asia","Tunisia","Protein supply quantity (g/capita/day)",2.1,2.6,2.8
"East Asia","Turkey","Fat supply quantity (g/capita/day)",7,8.1,8.3
"East Asia","Turkey","Food supply (kcal/capita/day)",258,267,271
"East Asia","Turkey","Food supply quantity (g/capita/day)",303,291,285
"East Asia","Turkey","Protein supply quantity (g/capita/day)",3.8,4,4
"East Asia","Turkmenistan","Fat supply quantity (g/capita/day)",1.4,1.8,1.5
"East Asia","Turkmenistan","Food supply (kcal/capita/day)",202,248,242
"East Asia","Turkmenistan","Food supply quantity (g/capita/day)",162,174,171
"East Asia","Turkmenistan","Protein supply quantity (g/capita/day)",3,3.9,3.7
"East Asia","Uganda","Fat supply quantity (g/capita/day)",2.6,2.6,2.9
"East Asia","Uganda","Food supply (kcal/capita/day)",112,114,128
"East Asia","Uganda","Food supply quantity (g/capita/day)",32,34,38
"East Asia","Uganda","Protein supply quantity (g/capita/day)",2,2.2,3
"East Asia","Ukraine","Fat supply quantity (g/capita/day)",2.9,2.2,1.6
"East Asia","Ukraine","Food supply (kcal/capita/day)",106,90,102
"East Asia","Ukraine","Food supply quantity (g/capita/day)",97,86,109
"East Asia","Ukraine","Protein supply quantity (g/capita/day)",1.2,1,1.4
"East Asia","United Arab Emirates","Fat supply quantity (g/capita/day)",15.4,14.5,17.6
"East Asia","United Arab Emirates","Food supply (kcal/capita/day)",624,676,685
"East Asia","United Arab Emirates","Food supply quantity (g/capita/day)",255,253,269
"East Asia","United Arab Emirates","Protein supply quantity (g/capita/day)",9.3,10.3,9.9
"East Asia","United Kingdom","Fat supply quantity (g/capita/day)",10.9,10.4,12.6
"East Asia","United Kingdom","Food supply (kcal/capita/day)",266,271,290
"East Asia","United Kingdom","Food supply quantity (g/capita/day)",308,306,315
"East Asia","United Kingdom","Protein supply quantity (g/capita/day)",2.4,2.6,2.7
"East Asia","United Republic of Tanzania","Fat supply quantity (g/capita/day)",1.1,1.8,1.4
"East Asia","United Republic of Tanzania","Food supply (kcal/capita/day)",221,225,226
"East Asia","United Republic of Tanzania","Food supply quantity (g/capita/day)",64,64,65
"East Asia","United Republic of Tanzania","Protein supply quantity (g/capita/day)",4.4,4.4,4.4
"East Asia","United States of America","Fat supply quantity (g/capita/day)",57.8,57.8,59.8
"East Asia","United States of America","Food supply (kcal/capita/day)",656,655,675
"East Asia","United States of America","Food supply quantity (g/capita/day)",294,286,271
"East Asia","United States of America","Protein supply quantity (g/capita/day)",2.4,2.4,2.3
"East Asia","Uruguay","Fat supply quantity (g/capita/day)",14.2,12.5,11.7
"East Asia","Uruguay","Food supply (kcal/capita/day)",391,396,406
"East Asia","Uruguay","Food supply quantity (g/capita/day)",269,305,322
"East Asia","Uruguay","Protein supply quantity (g/capita/day)",6.6,6.8,7.1
"East Asia","Uzbekistan","Fat supply quantity (g/capita/day)",0.7,1.3,1
"East Asia","Uzbekistan","Food supply (kcal/capita/day)",78,92,87
"East Asia","Uzbekistan","Food supply quantity (g/capita/day)",80,89,91
"East Asia","Uzbekistan","Protein supply quantity (g/capita/day)",1.2,1.3,1.3
"East Asia","Vanuatu","Fat supply quantity (g/capita/day)",1.6,1,1
"East Asia","Vanuatu","Food supply (kcal/capita/day)",517,470,440
"East Asia","Vanuatu","Food supply quantity (g/capita/day)",162,153,137
"East Asia","Vanuatu","Protein supply quantity (g/capita/day)",9,8.3,7.8
"East Asia","Venezuela (Bolivarian Republic of)","Fat supply quantity (g/capita/day)",26.6,27.4,28
"East Asia","Venezuela (Bolivarian Republic of)","Food supply (kcal/capita/day)",554,561,518
"East Asia","Venezuela (Bolivarian Republic of)","Food supply quantity (g/capita/day)",169,167,159
"East Asia","Venezuela (Bolivarian Republic of)","Protein supply quantity (g/capita/day)",6.4,6.4,5.4
"East Asia","Viet Nam","Fat supply quantity (g/capita/day)",8.6,9.6,9.5
"East Asia","Viet Nam","Food supply (kcal/capita/day)",1450,1472,1467
"East Asia","Viet Nam","Food supply quantity (g/capita/day)",435,439,432
"East Asia","Viet Nam","Protein supply quantity (g/capita/day)",30.4,31.5,31.4
"East Asia","Yemen","Fat supply quantity (g/capita/day)",0.7,1.1,0.8
"East Asia","Yemen","Food supply (kcal/capita/day)",206,213,202
"East Asia","Yemen","Food supply quantity (g/capita/day)",99,101,92
"East Asia","Yemen","Protein supply quantity (g/capita/day)",4.4,4.6,4.1
"East Asia","Zambia","Fat supply quantity (g/capita/day)",4.1,5.2,5.9
"East Asia","Zambia","Food supply (kcal/capita/day)",92,114,115
"East Asia","Zambia","Food supply quantity (g/capita/day)",27,32,32
"East Asia","Zambia","Protein supply quantity (g/capita/day)",4.5,6.3,6.3
"East Asia","Zimbabwe","Fat supply quantity (g/capita/day)",8.2,8.6,8.4
"East Asia","Zimbabwe","Food supply (kcal/capita/day)",132,164,170
"East Asia","Zimbabwe","Food supply quantity (g/capita/day)",46,58,65
"East Asia","Zimbabwe","Protein supply quantity (g/capita/day)",1.9,2.8,2.6
"Europe","Afghanistan","Fat supply quantity (g/capita/day)",0.7,0.2,0.3
"Europe","Afghanistan","Food supply (kcal/capita/day)",92,90,87
"Europe","Afghanistan","Food supply quantity (g/capita/day)",30,29,28
"Europe","Afghanistan","Protein supply quantity (g/capita/day)",0,0,0
"Europe","Albania","Fat supply quantity (g/capita/day)",8.7,7.9,7.5
"Europe","Albania","Food supply (kcal/capita/day)",296,267,265
"Europe","Albania","Food supply quantity (g/capita/day)",166,160,159
"Europe","Albania","Protein supply quantity (g/capita/day)",0.9,0.8,0.8
"Europe","Algeria","Fat supply quantity (g/capita/day)",6.7,4.3,5.7
"Europe","Algeria","Food supply (kcal/capita/day)",365,340,317
"Europe","Algeria","Food supply quantity (g/capita/day)",125,126,122
"Europe","Algeria","Protein supply quantity (g/capita/day)",0.5,0.4,0.4
"Europe","Angola","Fat supply quantity (g/capita/day)",0.4,0.3,0.5
"Europe","Angola","Food supply (kcal/capita/day)",124,123,126
"Europe","Angola","Food supply quantity (g/capita/day)",37,37,39
"Europe","Angola","Protein supply quantity (g/capita/day)",0,0,0
"Europe","Antigua and Barbuda","Fat supply quantity (g/capita/day)",1,1.2,1.6
"Europe","Antigua and Barbuda","Food supply (kcal/capita/day)",308,302,310
"Europe","Antigua and Barbuda","Food supply quantity (g/capita/day)",98,89,109
"Europe","Antigua and Barbuda","Protein supply quantity (g/capita/day)",1,1,1.1
"Europe","Argentina","Fat supply quantity (g/capita/day)",0.8,0.6,0.4
"Europe","Argentina","Food supply (kcal/capita/day)",423,428,431
"Europe","Argentina","Food supply quantity (g/capita/day)",146,154,155
"Europe","Argentina","Protein supply quantity (g/capita/day)",0.3,0.3,0.3
"Europe","Armenia","Fat supply quantity (g/capita/day)",0.7,0.4,0.6
"Europe","Armenia","Food supply (kcal/capita/day)",356,396,368
"Europe","Armenia","Food supply quantity (g/capita/day)",184,152,158
"Europe","Armenia","Protein supply quantity (g/capita/day)",0.2,0.2,0.2
"Europe","Australia","Fat supply quantity (g/capita/day)",26.3,31.2,30
"Europe","Australia","Food supply (kcal/capita/day)",646,680,684
"Europe","Australia","Food supply quantity (g/capita/day)",215,215,224
"Europe","Australia","Protein supply quantity (g/capita/day)",0.8,0.6,1.8
"Europe","Austria","Fat supply quantity (g/capita/day)",32.7,36.5,29
"Europe","Austria","Food supply (kcal/capita/day)",757,798,743
"Europe","Austria","Food supply quantity (g/capita/day)",273,287,294
"Europe","Austria","Protein supply quantity (g/capita/day)",1,1.2,1.3
"Europe","Azerbaijan","Fat supply quantity (g/capita/day)",0.2,0.3,0.3
"Europe","Azerbaijan","Food supply (kcal/capita/day)",163,171,176
"Europe","Azerbaijan","Food supply quantity (g/capita/day)",69,72,73
"Europe","Azerbaijan","Protein supply quantity (g/capita/day)",0,0,0
"Europe","Bahamas","Fat supply quantity (g/capita/day)",1.3,1.2,1.2
"Europe","Bahamas","Food supply (kcal/capita/day)",334,321,309
"Europe","Bahamas","Food supply quantity (g/capita/day)",199,136,117
"Europe","Bahamas","Protein supply quantity (g/capita/day)",0.5,0.3,0.2
"Europe","Bangladesh","Fat supply quantity (g/capita/day)",2.1,2.6,2.1
"Europe","Bangladesh","Food supply (kcal/capita/day)",125,123,105
"Europe","Bangladesh","Food supply quantity (g/capita/day)",41,38,34
"Europe","Bangladesh","Protein supply quantity (g/capita/day)",2.2,2,1
"Europe","Barbados","Fat supply quantity (g/capita/day)",2.7,2.4,2.3
"Europe","Barbados","Food supply (kcal/capita/day)",600,603,554
"Europe","Barbados","Food supply quantity (g/capita/day)",208,231,212
"Europe","Barbados","Protein supply quantity (g/capita/day)",1.6,1.5,1.7
"Europe","Belarus","Fat supply quantity (g/capita/day)",14.6,16.4,18.8
"Europe","Belarus","Food supply (kcal/capita/day)",554,506,516
"Europe","Belarus","Food supply quantity (g/capita/day)",218,201,197
"Europe","Belarus","Protein supply quantity (g/capita/day)",2.3,2.3,2.3
"Europe","Belgium","Fat supply quantity (g/capita/day)",8.4,7.1,11.5
"Europe","Belgium","Food supply (kcal/capita/day)",600,584,564
"Europe","Belgium","Food supply quantity (g/capita/day)",231,212,197
"Europe","Belgium","Protein supply quantity (g/capita/day)",0.8,0.8,0.8
"Europe","Belize","Fat supply quantity (g/capita/day)",0.9,0.9,0.9
"Europe","Belize","Food supply (kcal/capita/day)",457,477,485
"Europe","Belize","Food supply quantity (g/capita/day)",139,140,139
"Europe","Belize","Protein supply quantity (g/capita/day)",3,3.4,3.5
"Europe","Benin","Fat supply quantity (g/capita/day)",0,0.1,0
"Europe","Benin","Food supply (kcal/capita/day)",53,54,57
"Europe","Benin","Food supply quantity (g/capita/day)",18,18,21
"Europe","Benin","Protein supply quantity (g/capita/day)",0,0,0
"Europe","Bermuda","Fat supply quantity (g/capita/day)",3.9,4,4
"Europe","Bermuda","Food supply (kcal/capita/day)",295,313,291
"Europe","Bermuda","Food supply quantity (g/capita/day)",83,85,80
"Europe","Bermuda","Protein supply quantity (g/capita/day)",0,0,0
"Europe","Bolivia (Plurinational State of)","Fat supply quantity (g/capita/day)",0.1,0.2,0.2
"Europe","Bolivia (Plurinational State of)","Food supply (kcal/capita/day)",266,271,271
"Europe","Bolivia (Plurinational State of)","Food supply quantity (g/capita/day)",78,79,81
"Europe","Bolivia (Plurinational State of)","Protein supply quantity (g/capita/day)",0.6,0.6,0.5
"Europe","Bosnia and Herzegovina","Fat supply quantity (g/capita/day)",0.7,0.8,0.8
"Europe","Bosnia and Herzegovina","Food supply (kcal/capita/day)",163,172,181
"Europe","Bosnia and Herzegovina","Food supply quantity (g/capita/day)",97,91,91
"Europe","Bosnia and Herzegovina","Protein supply quantity (g/capita/day)",0.6,0.5,0.5
"Europe","Botswana","Fat supply quantity (g/capita/day)",0.4,0.2,0.8
"Europe","Botswana","Food supply (kcal/capita/day)",267,261,265
"Europe","Botswana","Food supply quantity (g/capita/day)",87,84,83
"Europe","Botswana","Protein supply quantity (g/capita/day)",0.1,0,0.2
"Europe","Brazil","Fat supply quantity (g/capita/day)",1,1.2,1.2
"Europe","Brazil","Food supply (kcal/capita/day)",441,448,450
"Europe","Brazil","Food supply quantity (g/capita/day)",178,181,185
"Europe","Brazil","Protein supply quantity (g/capita/day)",0.3,0.6,0.5
"Europe","Brunei Darussalam","Fat supply quantity (g/capita/day)",0.3,0.5,0.3
"Europe","Brunei Darussalam","Food supply (kcal/capita/day)",328,325,326
"Europe","Brunei Darussalam","Food supply quantity (g/capita/day)",148,139,110
"Europe","Brunei Darussalam","Protein supply quantity (g/capita/day)",0.4,0.4,0.2
"Europe","Bulgaria","Fat supply quantity (g/capita/day)",1.4,1.2,1.4
"Europe","Bulgaria","Food supply (kcal/capita/day)",311,253,275
"Europe","Bulgaria","Food supply quantity (g/capita/day)",110,83,95
"Europe","Bulgaria","Protein supply quantity (g/capita/day)",0.4,0.3,0.3
"Europe","Burkina Faso","Fat supply quantity (g/capita/day)",0,0,0
"Europe","Burkina Faso","Food supply (kcal/capita/day)",46,47,68
"Europe","Burkina Faso","Food supply quantity (g/capita/day)",13,13,19
"Europe","Burkina Faso","Protein supply quantity (g/capita/day)",0,0,0
"Europe","Cabo Verde","Fat supply quantity (g/capita/day)",5,4.6,5.9
"Europe","Cabo Verde","Food supply (kcal/capita/day)",270,260,278
"Europe","Cabo Verde","Food supply quantity (g/capita/day)",99,106,96
"Europe","Cabo Verde","Protein supply quantity (g/capita/day)",0.4,0.4,0.5
"Europe","Cambodia","Fat supply quantity (g/capita/day)",0,0,0.1
"Europe","Cambodia","Food supply (kcal/capita/day)",186,187,179
"Europe","Cambodia","Food supply quantity (g/capita/day)",64,65,66
"Europe","Cambodia","Protein supply quantity (g/capita/day)",0.1,0,0
"Europe","Cameroon","Fat supply quantity (g/capita/day)",0.1,0.1,0.1
"Europe","Cameroon","Food supply (kcal/capita/day)",91,107,117
"Europe","Cameroon","Food supply quantity (g/capita/day)",81,85,87
"Europe","Cameroon","Protein supply quantity (g/capita/day)",0.2,0.3,0.2
"Europe","Canada","Fat supply quantity (g/capita/day)",42.1,43.7,44
"Europe","Canada","Food supply (kcal/capita/day)",733,711,788
"Europe","Canada","Food supply quantity (g/capita/day)",197,183,205
"Europe","Canada","Protein supply quantity (g/capita/day)",1.3,1.1,1.5
"Europe","Central African Republic","Fat supply quantity (g/capita/day)",0,0,0.3
"Europe","Central African Republic","Food supply (kcal/capita/day)",58,56,59
"Europe","Central African Republic","Food supply quantity (g/capita/day)",16,16,16
"Europe","Central African Republic","Protein supply quantity (g/capita/day)",0.3,0.4,0.3
"Europe","Chad","Fat supply quantity (g/capita/day)",0,0,0
"Europe","Chad","Food supply (kcal/capita/day)",75,89,97
"Europe","Chad","Food supply quantity (g/capita/day)",21,25,27
"Europe","Chad","Protein supply quantity (g/capita/day)",0,0,0
"Europe","Chile","Fat supply quantity (g/capita/day)",5.6,4.7,4.6
"Europe","Chile","Food supply (kcal/capita/day)",521,521,504
"Europe","Chile","Food supply quantity (g/capita/day)",166,182,162
"Europe","Chile","Protein supply quantity (g/capita/day)",0.8,0.9,0.8
"Europe","China, Hong Kong SAR","Fat supply quantity (g/capita/day)",2.7,1.4,3.2
"Europe","China, Hong Kong SAR","Food supply (kcal/capita/day)",314,307,321
"Europe","China, Hong Kong SAR","Food supply quantity (g/capita/day)",126,127,124
"Europe","China, Hong Kong SAR","Protein supply quantity (g/capita/day)",0.5,0.6,0.6
"Europe","China, Macao SAR","Fat supply quantity (g/capita/day)",24.7,24.3,18.9
"Europe","China, Macao SAR","Food supply (kcal/capita/day)",390,392,350
"Europe","China, Macao SAR","Food supply quantity (g/capita/day)",77,78,74
"Europe","China, Macao SAR","Protein supply quantity (g/capita/day)",0.1,0.1,0.1
"Europe","China, mainland","Fat supply quantity (g/capita/day)",4.8,5.2,4.7
"Europe","China, mainland","Food supply (kcal/capita/day)",122,129,129
"Europe","China, mainland","Food supply quantity (g/capita/day)",64,68,73
"Europe","China, mainland","Protein supply quantity (g/capita/day)",0.3,0.3,0.4
"Europe","China, Taiwan Province of","Fat supply quantity (g/capita/day)",0.6,0.6,0.7
"Europe","China, Taiwan Province of","Food supply (kcal/capita/day)",275,285,276
"Europe","China, Taiwan Province of","Food supply quantity (g/capita/day)",100,106,100
"Europe","China, Taiwan Province of","Protein supply quantity (g/capita/day)",1,1,1
"Europe","Colombia","Fat supply quantity (g/capita/day)",0.7,0.9,1.1
"Europe","Colombia","Food supply (kcal/capita/day)",410,345,367
"Europe","Colombia","Food supply quantity (g/capita/day)",120,101,107
"Europe","Colombia","Protein supply quantity (g/capita/day)",1.4,1.4,1.2
"Europe","Congo","Fat supply quantity (g/capita/day)",0.1,0.1,0.2
"Europe","Congo","Food supply (kcal/capita/day)",151,145,148
"Europe","Congo","Food supply quantity (g/capita/day)",45,44,45
"Europe","Congo","Protein supply quantity (g/capita/day)",0.8,0.8,0.8
"Europe","Costa Rica","Fat supply quantity (g/capita/day)",0.8,0.8,0.9
"Europe","Costa Rica","Food supply (kcal/capita/day)",535,550,544
"Europe","Costa Rica","Food supply quantity (g/capita/day)",169,182,181
"Europe","Costa Rica","Protein supply quantity (g/capita/day)",0.4,0.5,0.4
"Europe","Côte d'Ivoire","Fat supply quantity (g/capita/day)",0.2,0,0
"Europe","Côte d'Ivoire","Food supply (kcal/capita/day)",93,85,102
"Europe","Côte d'Ivoire","Food supply quantity (g/capita/day)",30,28,32
"Europe","Côte d'Ivoire","Protein supply quantity (g/capita/day)",0.2,0,0
"Europe","Croatia","Fat supply quantity (g/capita/day)",5.2,5.8,5.1
"Europe","Croatia","Food supply (kcal/capita/day)",421,456,441
"Europe","Croatia","Food supply quantity (g/capita/day)",181,182,191
"Europe","Croatia","Protein supply quantity (g/capita/day)",0.4,0.4,0.4
"Europe","Cuba","Fat supply quantity (g/capita/day)",0,0.1,0.1
"Europe","Cuba","Food supply (kcal/capita/day)",574,587,547
"Europe","Cuba","Food supply quantity (g/capita/day)",162,165,154
"Europe","Cuba","Protein supply quantity (g/capita/day)",0,0,0
"Europe","Cyprus","Fat supply quantity (g/capita/day)",12.9,17.9,20.3
"Europe","Cyprus","Food supply (kcal/capita/day)",386,418,429
"Europe","Cyprus","Food supply quantity (g/capita/day)",137,130,132
"Europe","Cyprus","Protein supply quantity (g/capita/day)",0.6,0.5,0.5
"Europe","Czech Republic","Fat supply quantity (g/capita/day)",46.4,45.4,49.7
"Europe","Czech Republic","Food supply (kcal/capita/day)",785,786,800
"Europe","Czech Republic","Food supply quantity (g/capita/day)",194,186,184
"Europe","Czech Republic","Protein supply quantity (g/capita/day)",1.7,1.7,1.6
"Europe","Democratic People's Republic of Korea","Fat supply quantity (g/capita/day)",0.2,0.2,0.2
"Europe","Democratic People's Republic of Korea","Food supply (kcal/capita/day)",81,80,74
"Europe","Democratic People's Republic of Korea","Food supply quantity (g/capita/day)",88,90,88
"Europe","Democratic People's Republic of Korea","Protein supply quantity (g/capita/day)",0.3,0.3,0.3
"Europe","Denmark","Fat supply quantity (g/capita/day)",6.3,3.9,4.1
"Europe","Denmark","Food supply (kcal/capita/day)",539,519,519
"Europe","Denmark","Food supply quantity (g/capita/day)",197,200,193
"Europe","Denmark","Protein supply quantity (g/capita/day)",3,3.1,3.1
"Europe","Djibouti","Fat supply quantity (g/capita/day)",0.5,0.7,0.6
"Europe","Djibouti","Food supply (kcal/capita/day)",358,387,390
"Europe","Djibouti","Food supply quantity (g/capita/day)",103,108,109
"Europe","Djibouti","Protein supply quantity (g/capita/day)",4.7,5.9,5.9
"Europe","Dominica","Fat supply quantity (g/capita/day)",0.4,0.3,0.4
"Europe","Dominica","Food supply (kcal/capita/day)",419,418,414
"Europe","Dominica","Food supply quantity (g/capita/day)",150,151,150
"Europe","Dominica","Protein supply quantity (g/capita/day)",0.8,0.7,0.3
"Europe","Dominican Republic","Fat supply quantity (g/capita/day)",0.6,0.6,0.5
"Europe","Dominican Republic","Food supply (kcal/capita/day)",337,312,310
"Europe","Dominican Republic","Food supply quantity (g/capita/day)",97,91,92
"Europe","Dominican Republic","Protein supply quantity (g/capita/day)",0.2,0.1,0.1
"Europe","Ecuador","Fat supply quantity (g/capita/day)",0.4,0.4,0.5
"Europe","Ecuador","Food supply (kcal/capita/day)",191,195,201
"Europe","Ecuador","Food supply quantity (g/capita/day)",64,65,68
"Europe","Ecuador","Protein supply quantity (g/capita/day)",0.8,0.7,0.8
"Europe","Egypt","Fat supply quantity (g/capita/day)",2,2.1,2.3
"Europe","Egypt","Food supply (kcal/capita/day)",296,341,349
"Europe","Egypt","Food supply quantity (g/capita/day)",205,218,218
"Europe","Egypt","Protein supply quantity (g/capita/day)",0.6,0.7,0.7
"Europe","El Salvador","Fat supply quantity (g/capita/day)",1,1,1
"Europe","El Salvador","Food supply (kcal/capita/day)",392,387,398
"Europe","El Salvador","Food supply quantity (g/capita/day)",111,110,113
"Europe","El Salvador","Protein supply quantity (g/capita/day)",0.1,0.1,0.1
"Europe","Estonia","Fat supply quantity (g/capita/day)",0.8,1.5,1.8
"Europe","Estonia","Food supply (kcal/capita/day)",460,440,418
"Europe","Estonia","Food supply quantity (g/capita/day)",183,160,149
"Europe","Estonia","Protein supply quantity (g/capita/day)",0.8,3.8,3.5
"Europe","Ethiopia","Fat supply quantity (g/capita/day)",0.3,0.3,0.9
"Europe","Ethiopia","Food supply (kcal/capita/day)",79,83,95
"Europe","Ethiopia","Food supply quantity (g/capita/day)",22,23,26
"Europe","Ethiopia","Protein supply quantity (g/capita/day)",1.8,2,1.9
"Europe","Fiji","Fat supply quantity (g/capita/day)",0.7,0.8,1.5
"Europe","Fiji","Food supply (kcal/capita/day)",389,384,410
"Europe","Fiji","Food supply quantity (g/capita/day)",136,127,146
"Europe","Fiji","Protein supply quantity (g/capita/day)",3.8,4.2,5.1
"Europe","Finland","Fat supply quantity (g/capita/day)",23,21.7,20
"Europe","Finland","Food supply (kcal/capita/day)",559,517,506
"Europe","Finland","Food supply quantity (g/capita/day)",187,179,179
"Europe","Finland","Protein supply quantity (g/capita/day)",2.3,2.4,2.4
"Europe","France","Fat supply quantity (g/capita/day)",13.9,14,13.9
"Europe","France","Food supply (kcal/capita/day)",498,477,476
"Europe","France","Food supply quantity (g/capita/day)",145,140,137
"Europe","France","Protein supply quantity (g/capita/day)",0.5,0.5,0.4
"Europe","French Polynesia","Fat supply quantity (g/capita/day)",2.7,2.3,2.9
"Europe","French Polynesia","Food supply (kcal/capita/day)",221,207,224
"Europe","French Polynesia","Food supply quantity (g/capita/day)",114,104,116
"Europe","French Polynesia","Protein supply quantity (g/capita/day)",0.3,0.2,0.2
"Europe","Gabon","Fat supply quantity (g/capita/day)",0.5,0.4,0.5
"Europe","Gabon","Food supply (kcal/capita/day)",165,163,169
"Europe","Gabon","Food supply quantity (g/capita/day)",61,63,61
"Europe","Gabon","Protein supply quantity (g/capita/day)",0.1,0,0.1
"Europe","Gambia","Fat supply quantity (g/capita/day)",0.5,0.6,0.4
"Europe","Gambia","Food supply (kcal/capita/day)",247,248,264
"Europe","Gambia","Food supply quantity (g/capita/day)",68,67,72
"Europe","Gambia","Protein supply quantity (g/capita/day)",0.1,0,0
"Europe","Georgia","Fat supply quantity (g/capita/day)",0.3,0.4,0.3
"Europe","Georgia","Food supply (kcal/capita/day)",297,272,303
"Europe","Georgia","Food supply quantity (g/capita/day)",103,102,91
"Europe","Georgia","Protein supply quantity (g/capita/day)",0.2,0.2,0.2
"Europe","Germany","Fat supply quantity (g/capita/day)",15.4,16.8,16.5
"Europe","Germany","Food supply (kcal/capita/day)",542,565,547
"Europe","Germany","Food supply quantity (g/capita/day)",182,182,180
"Europe","Germany","Protein supply quantity (g/capita/day)",1.2,1.2,1.3
