Item,Country,Element,Unit,Y2009,Y2010,Y2011,Average
Cottonseed oil,Italy,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Jamaica,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Jamaica,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Jamaica,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Jamaica,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Japan,Fat supply quantity (g/capita/day),g/capita/day,0.1,0.1,0.1,0.1
Cottonseed oil,Japan,Food supply (kcal/capita/day),kcal/capita/day,1,1,1,1
Cottonseed oil,Japan,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Japan,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Jordan,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Jordan,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Jordan,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Jordan,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Kazakhstan,Fat supply quantity (g/capita/day),g/capita/day,3.7,4.1,1.7,3.166666667
Cottonseed oil,Kazakhstan,Food supply (kcal/capita/day),kcal/capita/day,32,37,15,28
Cottonseed oil,Kazakhstan,Food supply quantity (g/capita/day),g/capita/day,4,4,2,3.333333333
Cottonseed oil,Kazakhstan,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Kenya,Fat supply quantity (g/capita/day),g/capita/day,0.1,0.1,0.1,0.1
Cottonseed oil,Kenya,Food supply (kcal/capita/day),kcal/capita/day,1,0,1,0.666666667
Cottonseed oil,Kenya,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Kenya,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Kiribati,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Kiribati,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Kiribati,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Kiribati,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Kuwait,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Kuwait,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Kuwait,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Kuwait,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Kyrgyzstan,Fat supply quantity (g/capita/day),g/capita/day,6,7.6,5.9,6.5
Cottonseed oil,Kyrgyzstan,Food supply (kcal/capita/day),kcal/capita/day,53,67,52,57.33333333
Cottonseed oil,Kyrgyzstan,Food supply quantity (g/capita/day),g/capita/day,6,8,6,6.666666667
Cottonseed oil,Kyrgyzstan,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Lao People's Democratic Republic,Fat supply quantity (g/capita/day),g/capita/day,0.3,0.2,0.3,0.266666667
Cottonseed oil,Lao People's Democratic Republic,Food supply (kcal/capita/day),kcal/capita/day,3,2,2,2.333333333
Cottonseed oil,Lao People's Democratic Republic,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Lao People's Democratic Republic,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Latvia,Fat supply quantity (g/capita/day),g/capita/day,0.1,0,0,0.033333333
Cottonseed oil,Latvia,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Latvia,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Latvia,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Lebanon,Fat supply quantity (g/capita/day),g/capita/day,0.1,0,0,0.033333333
Cottonseed oil,Lebanon,Food supply (kcal/capita/day),kcal/capita/day,1,0,0,0.333333333
Cottonseed oil,Lebanon,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Lebanon,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Lesotho,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Lesotho,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Lesotho,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Lesotho,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Liberia,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Liberia,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Liberia,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Liberia,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Libya,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Libya,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Libya,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Libya,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Lithuania,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Lithuania,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Lithuania,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Lithuania,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Luxembourg,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Luxembourg,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Luxembourg,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Luxembourg,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Madagascar,Fat supply quantity (g/capita/day),g/capita/day,0.2,0.1,0.1,0.133333333
Cottonseed oil,Madagascar,Food supply (kcal/capita/day),kcal/capita/day,1,1,1,1
Cottonseed oil,Madagascar,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Madagascar,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Malawi,Fat supply quantity (g/capita/day),g/capita/day,0.6,0.6,1.1,0.766666667
Cottonseed oil,Malawi,Food supply (kcal/capita/day),kcal/capita/day,5,5,9,6.333333333
Cottonseed oil,Malawi,Food supply quantity (g/capita/day),g/capita/day,1,1,1,1
Cottonseed oil,Malawi,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Malaysia,Fat supply quantity (g/capita/day),g/capita/day,0,0.2,0.2,0.133333333
Cottonseed oil,Malaysia,Food supply (kcal/capita/day),kcal/capita/day,0,2,2,1.333333333
Cottonseed oil,Malaysia,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Malaysia,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Maldives,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Maldives,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Maldives,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Maldives,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Mali,Fat supply quantity (g/capita/day),g/capita/day,6.7,6.7,6.7,6.7
Cottonseed oil,Mali,Food supply (kcal/capita/day),kcal/capita/day,59,59,59,59
Cottonseed oil,Mali,Food supply quantity (g/capita/day),g/capita/day,7,7,7,7
Cottonseed oil,Mali,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Malta,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Malta,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Malta,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Malta,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Mauritania,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Mauritania,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Mauritania,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Mauritania,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Mauritius,Fat supply quantity (g/capita/day),g/capita/day,0,0.1,0,0.033333333
Cottonseed oil,Mauritius,Food supply (kcal/capita/day),kcal/capita/day,0,1,0,0.333333333
Cottonseed oil,Mauritius,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Mauritius,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Mexico,Fat supply quantity (g/capita/day),g/capita/day,0.6,0.7,1.3,0.866666667
Cottonseed oil,Mexico,Food supply (kcal/capita/day),kcal/capita/day,6,6,11,7.666666667
Cottonseed oil,Mexico,Food supply quantity (g/capita/day),g/capita/day,1,1,1,1
Cottonseed oil,Mexico,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Mongolia,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Mongolia,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Mongolia,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Mongolia,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Montenegro,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Montenegro,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Montenegro,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Montenegro,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Morocco,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Morocco,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Morocco,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Morocco,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Mozambique,Fat supply quantity (g/capita/day),g/capita/day,2.1,1.1,1.3,1.5
Cottonseed oil,Mozambique,Food supply (kcal/capita/day),kcal/capita/day,18,9,11,12.66666667
Cottonseed oil,Mozambique,Food supply quantity (g/capita/day),g/capita/day,2,1,1,1.333333333
Cottonseed oil,Mozambique,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Myanmar,Fat supply quantity (g/capita/day),g/capita/day,1.3,2.1,2.8,2.066666667
Cottonseed oil,Myanmar,Food supply (kcal/capita/day),kcal/capita/day,12,18,24,18
Cottonseed oil,Myanmar,Food supply quantity (g/capita/day),g/capita/day,1,2,3,2
Cottonseed oil,Myanmar,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Namibia,Fat supply quantity (g/capita/day),g/capita/day,0.6,1.3,0.1,0.666666667
Cottonseed oil,Namibia,Food supply (kcal/capita/day),kcal/capita/day,5,11,1,5.666666667
Cottonseed oil,Namibia,Food supply quantity (g/capita/day),g/capita/day,1,1,0,0.666666667
Cottonseed oil,Namibia,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Nepal,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Nepal,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Nepal,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Nepal,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Netherlands,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Netherlands,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Netherlands,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Netherlands,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,New Caledonia,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,New Caledonia,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,New Caledonia,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,New Caledonia,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,New Zealand,Fat supply quantity (g/capita/day),g/capita/day,0.3,0.3,0.2,0.266666667
Cottonseed oil,New Zealand,Food supply (kcal/capita/day),kcal/capita/day,3,2,2,2.333333333
Cottonseed oil,New Zealand,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,New Zealand,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Nicaragua,Fat supply quantity (g/capita/day),g/capita/day,0.2,0.1,0.1,0.133333333
Cottonseed oil,Nicaragua,Food supply (kcal/capita/day),kcal/capita/day,1,1,1,1
Cottonseed oil,Nicaragua,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Nicaragua,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Niger,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Niger,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Niger,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Niger,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Nigeria,Fat supply quantity (g/capita/day),g/capita/day,0.2,0.2,0.2,0.2
Cottonseed oil,Nigeria,Food supply (kcal/capita/day),kcal/capita/day,2,2,2,2
Cottonseed oil,Nigeria,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Nigeria,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Norway,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Norway,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Norway,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Norway,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Occupied Palestinian Territory,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Occupied Palestinian Territory,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Occupied Palestinian Territory,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Occupied Palestinian Territory,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Pakistan,Fat supply quantity (g/capita/day),g/capita/day,5,5.1,5,5.033333333
Cottonseed oil,Pakistan,Food supply (kcal/capita/day),kcal/capita/day,44,45,44,44.33333333
Cottonseed oil,Pakistan,Food supply quantity (g/capita/day),g/capita/day,6,6,6,6
Cottonseed oil,Pakistan,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Panama,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Panama,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Panama,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Panama,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Paraguay,Fat supply quantity (g/capita/day),g/capita/day,2.5,0.7,1.5,1.566666667
Cottonseed oil,Paraguay,Food supply (kcal/capita/day),kcal/capita/day,22,6,14,14
Cottonseed oil,Paraguay,Food supply quantity (g/capita/day),g/capita/day,3,1,2,2
Cottonseed oil,Paraguay,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Peru,Fat supply quantity (g/capita/day),g/capita/day,1.2,0.7,0.6,0.833333333
Cottonseed oil,Peru,Food supply (kcal/capita/day),kcal/capita/day,10,6,6,7.333333333
Cottonseed oil,Peru,Food supply quantity (g/capita/day),g/capita/day,1,1,1,1
Cottonseed oil,Peru,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Philippines,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Philippines,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Philippines,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Philippines,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Poland,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Poland,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Poland,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Poland,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Portugal,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Portugal,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Portugal,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Portugal,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Republic of Korea,Fat supply quantity (g/capita/day),g/capita/day,0.9,1.1,1.2,1.066666667
Cottonseed oil,Republic of Korea,Food supply (kcal/capita/day),kcal/capita/day,8,10,11,9.666666667
Cottonseed oil,Republic of Korea,Food supply quantity (g/capita/day),g/capita/day,1,1,1,1
Cottonseed oil,Republic of Korea,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Republic of Moldova,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Republic of Moldova,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Republic of Moldova,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Republic of Moldova,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Romania,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Romania,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Romania,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Romania,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Russian Federation,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Russian Federation,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Russian Federation,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Russian Federation,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Rwanda,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Rwanda,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Rwanda,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Rwanda,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Saint Kitts and Nevis,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Saint Kitts and Nevis,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Saint Kitts and Nevis,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Saint Kitts and Nevis,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Saint Lucia,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Saint Lucia,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Saint Lucia,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Saint Lucia,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Saint Vincent and the Grenadines,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Saint Vincent and the Grenadines,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Saint Vincent and the Grenadines,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Saint Vincent and the Grenadines,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Samoa,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Samoa,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Samoa,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Samoa,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Sao Tome and Principe,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Sao Tome and Principe,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Sao Tome and Principe,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Sao Tome and Principe,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Saudi Arabia,Fat supply quantity (g/capita/day),g/capita/day,0.4,0.9,1.1,0.8
Cottonseed oil,Saudi Arabia,Food supply (kcal/capita/day),kcal/capita/day,4,8,9,7
Cottonseed oil,Saudi Arabia,Food supply quantity (g/capita/day),g/capita/day,0,1,1,0.666666667
Cottonseed oil,Saudi Arabia,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Senegal,Fat supply quantity (g/capita/day),g/capita/day,0.7,1,1,0.9
Cottonseed oil,Senegal,Food supply (kcal/capita/day),kcal/capita/day,6,9,9,8
Cottonseed oil,Senegal,Food supply quantity (g/capita/day),g/capita/day,1,1,1,1
Cottonseed oil,Senegal,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Serbia,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Serbia,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Serbia,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Serbia,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Sierra Leone,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Sierra Leone,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Sierra Leone,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Sierra Leone,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Slovakia,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Slovakia,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Slovakia,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Slovakia,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Slovenia,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Slovenia,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Slovenia,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Slovenia,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Solomon Islands,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Solomon Islands,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Solomon Islands,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Solomon Islands,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Somalia,Fat supply quantity (g/capita/day),g/capita/day,0.2,0.2,0.2,0.2
Cottonseed oil,Somalia,Food supply (kcal/capita/day),kcal/capita/day,1,1,1,1
Cottonseed oil,Somalia,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Somalia,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,South Africa,Fat supply quantity (g/capita/day),g/capita/day,0.3,0.3,0.4,0.333333333
Cottonseed oil,South Africa,Food supply (kcal/capita/day),kcal/capita/day,2,3,3,2.666666667
Cottonseed oil,South Africa,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,South Africa,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Spain,Fat supply quantity (g/capita/day),g/capita/day,0.7,0.8,0.7,0.733333333
Cottonseed oil,Spain,Food supply (kcal/capita/day),kcal/capita/day,6,7,7,6.666666667
Cottonseed oil,Spain,Food supply quantity (g/capita/day),g/capita/day,1,1,1,1
Cottonseed oil,Spain,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Sri Lanka,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Sri Lanka,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Sri Lanka,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Sri Lanka,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Sudan (former),Fat supply quantity (g/capita/day),g/capita/day,1,0.3,0.4,0.566666667
Cottonseed oil,Sudan (former),Food supply (kcal/capita/day),kcal/capita/day,9,2,3,4.666666667
Cottonseed oil,Sudan (former),Food supply quantity (g/capita/day),g/capita/day,1,0,0,0.333333333
Cottonseed oil,Sudan (former),Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Suriname,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Suriname,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Suriname,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Suriname,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Swaziland,Fat supply quantity (g/capita/day),g/capita/day,0.3,0.5,0.5,0.433333333
Cottonseed oil,Swaziland,Food supply (kcal/capita/day),kcal/capita/day,3,4,4,3.666666667
Cottonseed oil,Swaziland,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Swaziland,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Sweden,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Sweden,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Sweden,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Sweden,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Switzerland,Fat supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Switzerland,Food supply (kcal/capita/day),kcal/capita/day,0,0,0,0
Cottonseed oil,Switzerland,Food supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Switzerland,Protein supply quantity (g/capita/day),g/capita/day,0,0,0,0
Cottonseed oil,Syrian Arab Republic,Fat supply quantity (g/capita/day),g/capita/day,6.3,5.9,6.6,6.266666667
Cottonseed oil,Syrian Arab Republic,Food supply (kcal/capita/day),kcal/capita/day,56,52,58,55.33333333
